id,nom_station,nom_dept,nom_com,insee_com,code_station,typologie,influence,nom_poll,id_poll_ue,valeur,unite,metrique,date_debut,date_fin,statut_valid,x,y,x_reglementaire,y_reglementaire,the_geom
"951,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,""Pollution de fond trafic routier et embruns marins"",Particules PM10,5,17,µg.m-3,journaliere,2019-01-02 04:00:00,2019-01-03 03:59:00,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0"
"952,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,""Pollution de fond trafic routier et embruns marins"",""Particules fines PM2p5"",6001,8,µg.m-3,journaliere,2019-01-02 04:00:00,2019-01-03 03:59:00,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0"
"953,Lislet Geoffroy,LA REUNION,Saint-Denis,97411,FR38001,urbaine,""Pollution de fond trafic routier et embruns marins"",Monoxyde d'azote,38,1,µg.m-3,journaliere,2019-01-03 04:00:00,2019-01-04 03:59:00,A,55.4691,-20.8898,55.4691,-20.8898,0101000020E6100000DC4603780BBC4B4016FBCBEEC9E334C0"
"954,Lislet Geoffroy,LA REUNION,Saint-Denis,97411,FR38001,urbaine,""Pollution de fond trafic routier et embruns marins"",Particules PM10,5,18,µg.m-3,journaliere,2019-01-03 04:00:00,2019-01-04 03:59:00,A,55.4691,-20.8898,55.4691,-20.8898,0101000020E6100000DC4603780BBC4B4016FBCBEEC9E334C0"
"955,Lislet Geoffroy,LA REUNION,Saint-Denis,97411,FR38001,urbaine,""Pollution de fond trafic routier et embruns marins"",Dioxyde d'azote,8,4,µg.m-3,journaliere,2019-01-03 04:00:00,2019-01-04 03:59:00,A,55.4691,-20.8898,55.4691,-20.8898,0101000020E6100000DC4603780BBC4B4016FBCBEEC9E334C0"
956,Montgaillard,LA REUNION,Saint-Denis,97411,FR38002,p√©riurbaine,Pollution de fond et regionale,Ozone,7,27,µg.m-3,journaliere,2019-01-03 04:00:00,2019-01-04 03:59:00,A,55.4683,-20.9033,55.4684,-20.9033,0101000020E6100000C05B2041F1BB4B40107A36AB3EE734C0
"957,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,""Pollution de fond trafic routier et embruns marins"",Monoxyde d'azote,38,1,µg.m-3,journaliere,2019-01-03 04:00:00,2019-01-04 03:59:00,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0"
"958,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,""Pollution de fond trafic routier et embruns marins"",Dioxyde d'azote,8,4,µg.m-3,journaliere,2019-01-03 04:00:00,2019-01-04 03:59:00,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0"
"959,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,""Pollution de fond trafic routier et embruns marins"",Ozone,7,25,µg.m-3,journaliere,2019-01-03 04:00:00,2019-01-04 03:59:00,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0"
"960,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,""Pollution de fond trafic routier et embruns marins"",Dioxyde de soufre,1,2,µg.m-3,journaliere,2019-01-03 04:00:00,2019-01-04 03:59:00,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0"
"961,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,""Industrielle (ABR) trafic routier et embruns marins"",Monoxyde d'azote,38,2,µg.m-3,journaliere,2019-01-03 04:00:00,2019-01-04 03:59:00,A,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0"
"962,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,""Industrielle (ABR) trafic routier et embruns marins"",Dioxyde d'azote,8,4,µg.m-3,journaliere,2019-01-03 04:00:00,2019-01-04 03:59:00,A,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0"
"963,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,""Industrielle (ABR) trafic routier et embruns marins"",Dioxyde de soufre,1,2,µg.m-3,journaliere,2019-01-03 04:00:00,2019-01-04 03:59:00,A,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0"
"964,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,""Industrielle (ABR) trafic routier et embruns marins"",Ozone,7,20,µg.m-3,journaliere,2019-01-03 04:00:00,2019-01-04 03:59:00,A,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0"
965,Bd Jean Jaures,LA REUNION,Saint-Denis,97411,FR38019,trafic,Trafic routier et embruns marins,Particules PM10,5,,µg.m-3,journaliere,2019-01-03 04:00:00,2019-01-04 03:59:00,N,55.4701,-20.8937,55.4708,-20.8935,0101000020E6100000787AA52C43BC4B40DBF97E6ABCE434C0
966,Bd Jean Jaures,LA REUNION,Saint-Denis,97411,FR38019,trafic,Trafic routier et embruns marins,Dioxyde d'azote,8,,µg.m-3,journaliere,2019-01-03 04:00:00,2019-01-04 03:59:00,N,55.4701,-20.8937,55.4708,-20.8935,0101000020E6100000787AA52C43BC4B40DBF97E6ABCE434C0
967,Bd Jean Jaures,LA REUNION,Saint-Denis,97411,FR38019,trafic,Trafic routier et embruns marins,Monoxyde d'azote,38,,µg.m-3,journaliere,2019-01-03 04:00:00,2019-01-04 03:59:00,N,55.4701,-20.8937,55.4708,-20.8935,0101000020E6100000787AA52C43BC4B40DBF97E6ABCE434C0
"968,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,""Pollution de fond trafic routier et embruns marins"",Particules PM10,5,17,µg.m-3,journaliere,2019-01-03 04:00:00,2019-01-04 03:59:00,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0"
"969,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,""Pollution de fond trafic routier et embruns marins"",""Particules fines PM2p5"",6001,9,µg.m-3,journaliere,2019-01-03 04:00:00,2019-01-04 03:59:00,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0"
"970,Lislet Geoffroy,LA REUNION,Saint-Denis,97411,FR38001,urbaine,""Pollution de fond trafic routier et embruns marins"",Monoxyde d'azote,38,2,µg.m-3,journaliere,2019-01-04 04:00:00,2019-01-05 03:59:00,A,55.4691,-20.8898,55.4691,-20.8898,0101000020E6100000DC4603780BBC4B4016FBCBEEC9E334C0"
"971,Lislet Geoffroy,LA REUNION,Saint-Denis,97411,FR38001,urbaine,""Pollution de fond trafic routier et embruns marins"",Particules PM10,5,5,µg.m-3,journaliere,2019-01-04 04:00:00,2019-01-05 03:59:00,A,55.4691,-20.8898,55.4691,-20.8898,0101000020E6100000DC4603780BBC4B4016FBCBEEC9E334C0"
"972,Lislet Geoffroy,LA REUNION,Saint-Denis,97411,FR38001,urbaine,""Pollution de fond trafic routier et embruns marins"",Dioxyde d'azote,8,5,µg.m-3,journaliere,2019-01-04 04:00:00,2019-01-05 03:59:00,A,55.4691,-20.8898,55.4691,-20.8898,0101000020E6100000DC4603780BBC4B4016FBCBEEC9E334C0"
973,Montgaillard,LA REUNION,Saint-Denis,97411,FR38002,p√©riurbaine,Pollution de fond et regionale,Ozone,7,28,µg.m-3,journaliere,2019-01-04 04:00:00,2019-01-05 03:59:00,A,55.4683,-20.9033,55.4684,-20.9033,0101000020E6100000C05B2041F1BB4B40107A36AB3EE734C0
"974,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,""Pollution de fond trafic routier et embruns marins"",Monoxyde d'azote,38,1,µg.m-3,journaliere,2019-01-04 04:00:00,2019-01-05 03:59:00,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0"
"975,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,""Pollution de fond trafic routier et embruns marins"",Dioxyde d'azote,8,5,µg.m-3,journaliere,2019-01-04 04:00:00,2019-01-05 03:59:00,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0"
"976,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,""Pollution de fond trafic routier et embruns marins"",Ozone,7,26,µg.m-3,journaliere,2019-01-04 04:00:00,2019-01-05 03:59:00,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0"
"977,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,""Pollution de fond trafic routier et embruns marins"",Dioxyde de soufre,1,2,µg.m-3,journaliere,2019-01-04 04:00:00,2019-01-05 03:59:00,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0"
"978,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,""Industrielle (ABR) trafic routier et embruns marins"",Monoxyde d'azote,38,2,µg.m-3,journaliere,2019-01-04 04:00:00,2019-01-05 03:59:00,A,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0"
"979,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,""Industrielle (ABR) trafic routier et embruns marins"",Dioxyde d'azote,8,4,µg.m-3,journaliere,2019-01-04 04:00:00,2019-01-05 03:59:00,A,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0"
"980,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,""Industrielle (ABR) trafic routier et embruns marins"",Dioxyde de soufre,1,2,µg.m-3,journaliere,2019-01-04 04:00:00,2019-01-05 03:59:00,A,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0"
"981,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,""Industrielle (ABR) trafic routier et embruns marins"",Ozone,7,22,µg.m-3,journaliere,2019-01-04 04:00:00,2019-01-05 03:59:00,A,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0"
982,Bd Jean Jaures,LA REUNION,Saint-Denis,97411,FR38019,trafic,Trafic routier et embruns marins,Particules PM10,5,,µg.m-3,journaliere,2019-01-04 04:00:00,2019-01-05 03:59:00,N,55.4701,-20.8937,55.4708,-20.8935,0101000020E6100000787AA52C43BC4B40DBF97E6ABCE434C0
983,Bd Jean Jaures,LA REUNION,Saint-Denis,97411,FR38019,trafic,Trafic routier et embruns marins,Dioxyde d'azote,8,,µg.m-3,journaliere,2019-01-04 04:00:00,2019-01-05 03:59:00,N,55.4701,-20.8937,55.4708,-20.8935,0101000020E6100000787AA52C43BC4B40DBF97E6ABCE434C0
984,Bd Jean Jaures,LA REUNION,Saint-Denis,97411,FR38019,trafic,Trafic routier et embruns marins,Monoxyde d'azote,38,,µg.m-3,journaliere,2019-01-04 04:00:00,2019-01-05 03:59:00,N,55.4701,-20.8937,55.4708,-20.8935,0101000020E6100000787AA52C43BC4B40DBF97E6ABCE434C0
"985,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,""Pollution de fond trafic routier et embruns marins"",Particules PM10,5,19,µg.m-3,journaliere,2019-01-04 04:00:00,2019-01-05 03:59:00,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0"
"986,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,""Pollution de fond trafic routier et embruns marins"",""Particules fines PM2p5"",6001,8,µg.m-3,journaliere,2019-01-04 04:00:00,2019-01-05 03:59:00,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0"
"987,Lislet Geoffroy,LA REUNION,Saint-Denis,97411,FR38001,urbaine,""Pollution de fond trafic routier et embruns marins"",Monoxyde d'azote,38,2,µg.m-3,journaliere,2019-01-05 04:00:00,2019-01-06 03:59:00,A,55.4691,-20.8898,55.4691,-20.8898,0101000020E6100000DC4603780BBC4B4016FBCBEEC9E334C0"
"988,Lislet Geoffroy,LA REUNION,Saint-Denis,97411,FR38001,urbaine,""Pollution de fond trafic routier et embruns marins"",Particules PM10,5,18,µg.m-3,journaliere,2019-01-05 04:00:00,2019-01-06 03:59:00,A,55.4691,-20.8898,55.4691,-20.8898,0101000020E6100000DC4603780BBC4B4016FBCBEEC9E334C0"
"989,Lislet Geoffroy,LA REUNION,Saint-Denis,97411,FR38001,urbaine,""Pollution de fond trafic routier et embruns marins"",Dioxyde d'azote,8,6,µg.m-3,journaliere,2019-01-05 04:00:00,2019-01-06 03:59:00,A,55.4691,-20.8898,55.4691,-20.8898,0101000020E6100000DC4603780BBC4B4016FBCBEEC9E334C0"
990,Montgaillard,LA REUNION,Saint-Denis,97411,FR38002,p√©riurbaine,Pollution de fond et regionale,Ozone,7,25,µg.m-3,journaliere,2019-01-05 04:00:00,2019-01-06 03:59:00,A,55.4683,-20.9033,55.4684,-20.9033,0101000020E6100000C05B2041F1BB4B40107A36AB3EE734C0
"991,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,""Pollution de fond trafic routier et embruns marins"",Monoxyde d'azote,38,2,µg.m-3,journaliere,2019-01-05 04:00:00,2019-01-06 03:59:00,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0"
"992,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,""Pollution de fond trafic routier et embruns marins"",Dioxyde d'azote,8,5,µg.m-3,journaliere,2019-01-05 04:00:00,2019-01-06 03:59:00,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0"
"993,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,""Pollution de fond trafic routier et embruns marins"",Ozone,7,22,µg.m-3,journaliere,2019-01-05 04:00:00,2019-01-06 03:59:00,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0"
"994,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,""Pollution de fond trafic routier et embruns marins"",Dioxyde de soufre,1,2,µg.m-3,journaliere,2019-01-05 04:00:00,2019-01-06 03:59:00,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0"
"995,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,""Industrielle (ABR) trafic routier et embruns marins"",Monoxyde d'azote,38,1,µg.m-3,journaliere,2019-01-05 04:00:00,2019-01-06 03:59:00,A,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0"
"996,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,""Industrielle (ABR) trafic routier et embruns marins"",Dioxyde d'azote,8,3,µg.m-3,journaliere,2019-01-05 04:00:00,2019-01-06 03:59:00,A,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0"
"997,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,""Industrielle (ABR) trafic routier et embruns marins"",Dioxyde de soufre,1,1,µg.m-3,journaliere,2019-01-05 04:00:00,2019-01-06 03:59:00,A,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0"
"998,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,""Industrielle (ABR) trafic routier et embruns marins"",Ozone,7,23,µg.m-3,journaliere,2019-01-05 04:00:00,2019-01-06 03:59:00,A,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0"
999,Bd Jean Jaures,LA REUNION,Saint-Denis,97411,FR38019,trafic,Trafic routier et embruns marins,Particules PM10,5,,µg.m-3,journaliere,2019-01-05 04:00:00,2019-01-06 03:59:00,N,55.4701,-20.8937,55.4708,-20.8935,0101000020E6100000787AA52C43BC4B40DBF97E6ABCE434C0
1000,Bd Jean Jaures,LA REUNION,Saint-Denis,97411,FR38019,trafic,Trafic routier et embruns marins,Dioxyde d'azote,8,,µg.m-3,journaliere,2019-01-05 04:00:00,2019-01-06 03:59:00,N,55.4701,-20.8937,55.4708,-20.8935,0101000020E6100000787AA52C43BC4B40DBF97E6ABCE434C0
1001,Bd Jean Jaures,LA REUNION,Saint-Denis,97411,FR38019,trafic,Trafic routier et embruns marins,Monoxyde d'azote,38,,µg.m-3,journaliere,2019-01-05 04:00:00,2019-01-06 03:59:00,N,55.4701,-20.8937,55.4708,-20.8935,0101000020E6100000787AA52C43BC4B40DBF97E6ABCE434C0
"1002,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,""Pollution de fond trafic routier et embruns marins"",Particules PM10,5,18,µg.m-3,journaliere,2019-01-05 04:00:00,2019-01-06 03:59:00,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0"
"1003,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,""Pollution de fond trafic routier et embruns marins"",""Particules fines PM2p5"",6001,8,µg.m-3,journaliere,2019-01-05 04:00:00,2019-01-06 03:59:00,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0"
"1004,Lislet Geoffroy,LA REUNION,Saint-Denis,97411,FR38001,urbaine,""Pollution de fond trafic routier et embruns marins"",Monoxyde d'azote,38,1,µg.m-3,journaliere,2019-01-06 04:00:00,2019-01-07 03:59:00,A,55.4691,-20.8898,55.4691,-20.8898,0101000020E6100000DC4603780BBC4B4016FBCBEEC9E334C0"
"1005,Lislet Geoffroy,LA REUNION,Saint-Denis,97411,FR38001,urbaine,""Pollution de fond trafic routier et embruns marins"",Particules PM10,5,13,µg.m-3,journaliere,2019-01-06 04:00:00,2019-01-07 03:59:00,A,55.4691,-20.8898,55.4691,-20.8898,0101000020E6100000DC4603780BBC4B4016FBCBEEC9E334C0"
"1006,Lislet Geoffroy,LA REUNION,Saint-Denis,97411,FR38001,urbaine,""Pollution de fond trafic routier et embruns marins"",Dioxyde d'azote,8,4,µg.m-3,journaliere,2019-01-06 04:00:00,2019-01-07 03:59:00,A,55.4691,-20.8898,55.4691,-20.8898,0101000020E6100000DC4603780BBC4B4016FBCBEEC9E334C0"
1007,Montgaillard,LA REUNION,Saint-Denis,97411,FR38002,p√©riurbaine,Pollution de fond et regionale,Ozone,7,24,µg.m-3,journaliere,2019-01-06 04:00:00,2019-01-07 03:59:00,A,55.4683,-20.9033,55.4684,-20.9033,0101000020E6100000C05B2041F1BB4B40107A36AB3EE734C0
"1008,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,""Pollution de fond trafic routier et embruns marins"",Monoxyde d'azote,38,1,µg.m-3,journaliere,2019-01-06 04:00:00,2019-01-07 03:59:00,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0"
"1009,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,""Pollution de fond trafic routier et embruns marins"",Dioxyde d'azote,8,5,µg.m-3,journaliere,2019-01-06 04:00:00,2019-01-07 03:59:00,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0"
"1010,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,""Pollution de fond trafic routier et embruns marins"",Ozone,7,23,µg.m-3,journaliere,2019-01-06 04:00:00,2019-01-07 03:59:00,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0"
"1011,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,""Pollution de fond trafic routier et embruns marins"",Dioxyde de soufre,1,2,µg.m-3,journaliere,2019-01-06 04:00:00,2019-01-07 03:59:00,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0"
"1012,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,""Industrielle (ABR) trafic routier et embruns marins"",Monoxyde d'azote,38,2,µg.m-3,journaliere,2019-01-06 04:00:00,2019-01-07 03:59:00,A,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0"
"1013,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,""Industrielle (ABR) trafic routier et embruns marins"",Dioxyde d'azote,8,4,µg.m-3,journaliere,2019-01-06 04:00:00,2019-01-07 03:59:00,A,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0"
"1014,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,""Industrielle (ABR) trafic routier et embruns marins"",Dioxyde de soufre,1,3,µg.m-3,journaliere,2019-01-06 04:00:00,2019-01-07 03:59:00,A,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0"
"1015,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,""Industrielle (ABR) trafic routier et embruns marins"",Ozone,7,20,µg.m-3,journaliere,2019-01-06 04:00:00,2019-01-07 03:59:00,A,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0"
1016,Bd Jean Jaures,LA REUNION,Saint-Denis,97411,FR38019,trafic,Trafic routier et embruns marins,Particules PM10,5,,µg.m-3,journaliere,2019-01-06 04:00:00,2019-01-07 03:59:00,N,55.4701,-20.8937,55.4708,-20.8935,0101000020E6100000787AA52C43BC4B40DBF97E6ABCE434C0
1017,Bd Jean Jaures,LA REUNION,Saint-Denis,97411,FR38019,trafic,Trafic routier et embruns marins,Dioxyde d'azote,8,,µg.m-3,journaliere,2019-01-06 04:00:00,2019-01-07 03:59:00,N,55.4701,-20.8937,55.4708,-20.8935,0101000020E6100000787AA52C43BC4B40DBF97E6ABCE434C0
1018,Bd Jean Jaures,LA REUNION,Saint-Denis,97411,FR38019,trafic,Trafic routier et embruns marins,Monoxyde d'azote,38,,µg.m-3,journaliere,2019-01-06 04:00:00,2019-01-07 03:59:00,N,55.4701,-20.8937,55.4708,-20.8935,0101000020E6100000787AA52C43BC4B40DBF97E6ABCE434C0
"1019,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,""Pollution de fond trafic routier et embruns marins"",Particules PM10,5,22,µg.m-3,journaliere,2019-01-06 04:00:00,2019-01-07 03:59:00,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0"
"1020,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,""Pollution de fond trafic routier et embruns marins"",""Particules fines PM2p5"",6001,8,µg.m-3,journaliere,2019-01-06 04:00:00,2019-01-07 03:59:00,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0"
"1021,Lislet Geoffroy,LA REUNION,Saint-Denis,97411,FR38001,urbaine,""Pollution de fond trafic routier et embruns marins"",Monoxyde d'azote,38,2,µg.m-3,journaliere,2019-01-07 04:00:00,2019-01-08 03:59:00,A,55.4691,-20.8898,55.4691,-20.8898,0101000020E6100000DC4603780BBC4B4016FBCBEEC9E334C0"
"1022,Lislet Geoffroy,LA REUNION,Saint-Denis,97411,FR38001,urbaine,""Pollution de fond trafic routier et embruns marins"",Particules PM10,5,26,µg.m-3,journaliere,2019-01-07 04:00:00,2019-01-08 03:59:00,A,55.4691,-20.8898,55.4691,-20.8898,0101000020E6100000DC4603780BBC4B4016FBCBEEC9E334C0"
"1023,Lislet Geoffroy,LA REUNION,Saint-Denis,97411,FR38001,urbaine,""Pollution de fond trafic routier et embruns marins"",Dioxyde d'azote,8,7,µg.m-3,journaliere,2019-01-07 04:00:00,2019-01-08 03:59:00,A,55.4691,-20.8898,55.4691,-20.8898,0101000020E6100000DC4603780BBC4B4016FBCBEEC9E334C0"
1024,Montgaillard,LA REUNION,Saint-Denis,97411,FR38002,p√©riurbaine,Pollution de fond et regionale,Ozone,7,19,µg.m-3,journaliere,2019-01-07 04:00:00,2019-01-08 03:59:00,A,55.4683,-20.9033,55.4684,-20.9033,0101000020E6100000C05B2041F1BB4B40107A36AB3EE734C0
"1025,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,""Pollution de fond trafic routier et embruns marins"",Monoxyde d'azote,38,2,µg.m-3,journaliere,2019-01-07 04:00:00,2019-01-08 03:59:00,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0"
"1026,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,""Pollution de fond trafic routier et embruns marins"",Dioxyde d'azote,8,6,µg.m-3,journaliere,2019-01-07 04:00:00,2019-01-08 03:59:00,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0"
"1027,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,""Pollution de fond trafic routier et embruns marins"",Ozone,7,17,µg.m-3,journaliere,2019-01-07 04:00:00,2019-01-08 03:59:00,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0"
"1028,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,""Pollution de fond trafic routier et embruns marins"",Dioxyde de soufre,1,2,µg.m-3,journaliere,2019-01-07 04:00:00,2019-01-08 03:59:00,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0"
"1029,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,""Industrielle (ABR) trafic routier et embruns marins"",Monoxyde d'azote,38,3,µg.m-3,journaliere,2019-01-07 04:00:00,2019-01-08 03:59:00,A,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0"
"1030,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,""Industrielle (ABR) trafic routier et embruns marins"",Dioxyde d'azote,8,4,µg.m-3,journaliere,2019-01-07 04:00:00,2019-01-08 03:59:00,A,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0"
"1031,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,""Industrielle (ABR) trafic routier et embruns marins"",Dioxyde de soufre,1,1,µg.m-3,journaliere,2019-01-07 04:00:00,2019-01-08 03:59:00,A,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0"
"1032,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,""Industrielle (ABR) trafic routier et embruns marins"",Ozone,7,12,µg.m-3,journaliere,2019-01-07 04:00:00,2019-01-08 03:59:00,A,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0"
1033,Bd Jean Jaures,LA REUNION,Saint-Denis,97411,FR38019,trafic,Trafic routier et embruns marins,Particules PM10,5,,µg.m-3,journaliere,2019-01-07 04:00:00,2019-01-08 03:59:00,N,55.4701,-20.8937,55.4708,-20.8935,0101000020E6100000787AA52C43BC4B40DBF97E6ABCE434C0
